,image_id,question,question_id,answer
36220,57357,Is that a rock near the zebra?,57357001,yes
36221,350975,Is the room wired for electricity?,350975003,no
36222,38034,How many items are on the desk?,38034010,13
36223,401249,Does this man look like a nerd?,401249008,no
36224,391347,What are the names of the roads at this intersection?,391347006,swamp fox and gamecock
36225,556420,What is the top of the umbrella made of?,556420002,straw
36226,337969,Is the toilet seat made of wood?,337969002,yes
36227,135972,What is this item used for?,135972002,using bathroom
36228,452721,Is the beach crowded?,452721011,no
36229,324285,What does the man have his left hand on?,324285005,cat
36230,184181,Is this bear holding a giant bananas?,184181001,yes
36231,201555,Is there sand in front of the sign?,201555003,yes
36232,465879,What color are the horses?,465879002,gray
36233,260470,Is this cupcake homemade?,260470006,no
36234,558449,Does the planter contain a cactus?,558449000,no
36235,214753,What sport are they playing?,214753006,horseback riding
36236,302067,Is this a painting?,302067000,no
36237,296426,Does the sign say low ball?,296426000,no
36238,104025,What is the white substance on the ground?,104025005,dirt
36239,440871,What is the white stuff on the ground?,440871001,snow
36240,407532,What season is it?,407532006,summer
36241,197352,What is the guy doing?,197352000,paddling
36242,209145,Is there a lot of wooden cabinets in this kitchen?,209145002,yes
36243,133680,Is he wearing a cap?,133680005,yes
36244,360487,Is there water in the vase?,360487001,yes
36245,24869,Could someone use a comb?,24869001,yes
36246,207458,Is this a professional race?,207458006,no
36247,61315,What is this child making?,61315001,pizza
36248,134119,What color is the giraffe?,134119007,brown and white
36249,187384,What color is the bowl?,187384000,red
36250,442210,What color are the two tiles in the bottom left of the picture?,442210002,brown
36251,247624,Does this vase look expensive?,247624000,yes
36252,308476,What kind of ball is present?,308476003,rubber
36253,498319,What is sitting on top of the microwave?,498319006,food
36254,309862,How many people are on the motorbike?,309862001,2
36255,279895,Does all the boys standing at attention wearing shorts?,279895010,no
36256,255482,Are the colors on the plane American?,255482000,no
36257,236766,What color is the man's headband?,236766002,white
36258,199989,Is this snow likely man-made?,199989004,no
36259,85956,How many other vehicles do you see in this picture other than the bus?,85956000,2
36260,336049,Are they riding bicycles in the picture?,336049001,no
36261,219820,Is it fall?,219820002,yes
36262,574297,What color is the horse?,574297002,brown
36263,111036,Is this a stove that is being disposed?,111036003,yes
36264,526804,What is the pizza on?,526804000,paper plate
36265,504487,Does the photo have a web address on it?,504487003,yes
36266,346645,What's behind the steak I'm the bowls?,346645000,potatoes and mushrooms
36267,332545,How many stories is the building on the right?,332545000,10
36268,342232,Why is the child wearing a helmet?,342232000,for safety
36269,337517,Is there room on the bench for another person?,337517003,yes
36270,246590,Is there a car in the picture?,246590000,no
36271,475024,What can you see in the mirror?,475024000,window
36272,49648,Is the person wearing a long sleeve shirt?,49648002,no
36273,15968,Is he wearing a suit?,15968022,yes
36274,510707,Can this pot rack be fixed?,510707002,yes
36275,32510,What color is her top?,32510002,white
36276,451391,What type of food is in the left top corner?,451391003,artichoke
36277,428452,What is the outer coating of this food?,428452002,bagel
36278,506489,What city was the photo taken in?,506489019,san francisco
36279,296353,Does this bus appear ready to leave?,296353004,yes
36280,276192,Is the food burnt?,276192000,no
36281,381037,Is the cat indoors?,381037030,yes
36282,67833,What appears to be on the plate?,67833001,pizza
36283,385580,What is the person holding?,385580002,cell phone
36284,163679,What is above the clock?,163679000,bell
36285,430286,How many remotes are there?,430286002,3
36286,374270,Is the boy wearing a shirt?,374270001,no
36287,260486,Is there an open book in the picture?,260486000,no
36288,219434,How many people are in the distance?,219434001,3
36289,133000,What city is this?,133000003,chicago
36290,331317,How many clock hands are on the clock?,331317001,2
36291,243777,Is the glass empty?,243777002,no
36292,128515,What is this man doing?,128515002,jumping
36293,203865,Where is the bus going?,203865002,crosstown
36294,462807,Has part of the pizza been eaten?,462807006,yes
36295,526044,What are the animals doing?,526044003,walking
36296,487236,What color grass is the giraffe standing in?,487236000,brown
36297,564934,What color is the road?,564934005,gray
36298,173799,Is this a cow herd?,173799002,no
36299,363830,Does the shower have a shower curtain?,363830004,no
36300,309553,What brand computer is on the bed?,309553001,apple
36301,440562,Is she at the restaurant?,440562003,yes
36302,114187,Is the machine on?,114187003,yes
36303,179850,What is this guy wearing on his face?,179850000,glasses
36304,281878,What color is the pillow?,281878035,white
36305,75426,What word is in caps?,75426023,complaints
36306,482590,What color shirt is the woman wearing?,482590007,pink
36307,359843,What color is the fire hydrant?,359843015,red
36308,165681,Where do people put their helmets?,165681007,on their head
36309,99581,What brand of phone is this?,99581004,samsung
36310,261175,Where is the kitchen?,261175005,house
36311,525869,Are there trees?,525869000,yes
36312,256973,What is the third letter from the left on the cover of the book?,256973005,p
36313,388298,What color is the toilet?,388298001,white
36314,304217,Is the man fixing the bike?,304217002,yes
36315,105114,Is the fan on?,105114000,no
36316,262800,Is the plane gray?,262800000,no
36317,116413,Is this pizza ready to eat?,116413000,no
36318,188290,What does the sign say?,188290002,stop
36319,547875,What brand of barbecue sauce is on the table?,547875003,by
36320,104025,How high up is that?,104025001,very high
36321,233305,Is the man all dressed in black?,233305004,yes
36322,153568,What color is stop sign?,153568000,red
36323,452721,How many horses are on the beach?,452721015,10
36324,21994,What is the elephant drinking?,21994007,water
36325,366529,Is this a casual event?,366529008,no
36326,216115,Is there luggage carts  present?,216115005,no
36327,254892,What is next the giraffe?,254892000,umbrella
36328,427189,What are individual pieces of broccoli called?,427189001,florets
36329,341363,What breed of dog is this?,341363004,terrier
36330,190362,Where is this photo taken?,190362000,airport
36331,268058,What color is the cake?,268058003,red and white
36332,365182,How many decks does the bus have?,365182001,1
36333,103856,Does this bathroom have a bathtub?,103856001,no
36334,79357,What are the blue letters on the right?,79357001,h2o
36335,38190,What is the green vegetable?,38190006,broccoli
36336,65883,Is this a healthy snack?,65883018,no
36337,492254,Is the green color from moss?,492254001,no
36338,157866,Is the stove built in?,157866001,yes
36339,282841,What is the center object?,282841002,mirror
36340,185901,What are the orange fruits called?,185901009,lemons
36341,148067,What is the green food?,148067003,broccoli
36342,516641,Does the oatmeal look appetizing?,516641002,yes
36343,156532,Is it sunny over there?,156532004,yes
36344,183176,Is the man married?,183176000,no
36345,264948,What surface are they playing on?,264948000,tennis court
36346,392915,Is the oven hot?,392915015,no
36347,280918,Is the lady wearing a belt?,280918004,no
36348,502758,What fire department do these belong to?,502758001,unclear
36349,261426,Is this a club sandwich?,261426007,yes
36350,262440,Is there a TV in this room?,262440008,no
36351,564934,Is the train moving?,564934000,no
36352,510636,What is the woman doing?,510636003,looking
36353,97679,What is the weather?,97679019,cloudy
36354,412355,Is that an umbrella?,412355008,no
36355,518034,Is the baby swimming?,518034002,no
36356,71171,Is the sandwich bread toasted?,71171016,yes
36357,229427,What is she holding?,229427046,wii controller
36358,514604,How many speakers are there?,514604000,2
36359,367881,Are there trees at the back?,367881003,yes
36360,72843,Where is this?,72843001,london
36361,323151,Is the glass half empty or half full?,323151002,half full
36362,344271,Is the man wearing a helmet?,344271011,yes
36363,243912,What does the sign say?,243912001,we're in your corner
36364,497002,Is there a towel in the kitchen?,497002002,yes
36365,356358,Does this clock have a modern design?,356358000,no
36366,200717,What is in his hand?,200717013,frisbee
36367,262895,What color is their hair?,262895003,gray
36368,373713,What are the people in the video doing?,373713008,talking
36369,35770,What animal print is on the seat?,35770000,cow
36370,109532,Is there light in the room?,109532005,yes
36371,552061,What does this dog want?,552061003,food
36372,516004,Did the train just stop?,516004001,yes
36373,205002,Is the kickstand up or down?,205002038,up
36374,522315,What is the giraffe standing on?,522315004,ground
36375,39663,Is this probably a man's bag or a woman's?,39663000,woman
36376,270189,What color is the bus?,270189003,blue
36377,185903,Where is the sticker?,185903003,on window
36378,28655,Are there any trucks here?,28655007,yes
36379,192992,Is this a manual toothbrush?,192992022,yes
36380,230739,Is it more likely that this area would suffer a hurricane or a wildfire?,230739002,hurricane
36381,579664,What type of fruit is this?,579664000,banana
36382,312237,How many umbrellas are in the picture?,312237013,1
36383,415798,What kind of buildings are in the background?,415798003,homes
36384,470095,Where is the light coming from?,470095002,background
36385,134322,How many strings hold the kite?,134322002,11
36386,160498,What object is hanging on the wall?,160498025,picture
36387,189378,Who is wearing number 13?,189378000,man on right
36388,280017,What is the color of the birds beak?,280017004,black
36389,442419,How many different flowers are in the vase?,442419010,4
36390,129942,What birds are these?,129942002,parrots
36391,314515,Is it snowing?,314515004,no
36392,219063,Is the computer on?,219063006,no
36393,563653,What color is the building on the left corner?,563653006,brown
36394,344621,Has the table been dusted lately?,344621001,yes
36395,340646,Does the kite on the ground match the ones in the air?,340646002,no
36396,116361,What are these people holding on their laps?,116361004,laptops
36397,90003,Is the fence in the background metal or wood?,90003002,metal
36398,244344,What is the number written on the side of the bus?,244344001,2990
36399,393423,Are the animals in a zoo?,393423002,no
36400,114586,Where is the pizza?,114586002,table
36401,496525,What scene is on the television?,496525007,restaurant scene
36402,473299,Would it be hot or cold where the people are in this picture?,473299010,cold
36403,112677,What is the name of this boat?,112677000,shabby genteel
36404,161586,What color is the frisbee?,161586000,white
36405,205102,Is there a bike on the railing?,205102000,yes
36406,148898,What type of bread is this?,148898002,wheat
36407,287186,Is the bus driver sitting in the bus?,287186002,no
36408,504585,Is there a path?,504585001,no
36409,139660,What is on the tree?,139660001,bird
36410,497593,Are these filled with the same wines?,497593001,no
36411,370935,Where is the man?,370935002,above skateboard
36412,53529,Is that a four leaf clover?,53529002,no
36413,381413,What is the color of the table they are on?,381413004,brown
36414,391596,How many umbrellas are there?,391596003,2
36415,237256,Are there four legged animals?,237256000,yes
36416,348991,Are there a lot of flowers?,348991005,yes
36417,425303,Is this an airplane?,425303002,yes
36418,576629,What sport are they playing?,576629003,baseball
36419,373713,How long have these two in the picture known each other?,373713041,long time
36420,15599,Which animals are they?,15599001,elephants
36421,553869,What color is the shirt?,553869000,white
36422,89293,Is the person in the city?,89293006,no
36423,80974,Are there more than 3 animals?,80974001,no
36424,22158,What patterns are on the rugs?,22158013,squares
36425,246265,Where is this?,246265004,city
36426,384496,How many horses are in the picture?,384496004,2
36427,430259,Is this guy cool?,430259009,no
36428,459265,What color is the woman's dress?,459265000,white
36429,572051,Is there pasta in this dish?,572051002,yes
36430,409500,Are they out of toilet paper?,409500002,no
36431,496102,What time is it?,496102000,11:20
36432,55806,Is this a young or old zebra?,55806001,young
36433,177246,What is around the banana?,177246001,waffle
36434,174284,Is this a commercial plane?,174284001,yes
36435,434494,Is this a natural formation?,434494006,no
36436,527718,Does he look like a happy snowboarder?,527718000,yes
36437,227399,What kind of vehicle are they in?,227399014,train
36438,417265,What color is the car on the left in the background?,417265003,black
36439,229358,Is the man holding a cologne in his hand?,229358002,yes
36440,477483,What activity is she doing?,477483003,brushing teeth
36441,505573,What color is the dog's tag?,505573008,red
36442,337662,Are these people watching TV?,337662010,no
36443,437374,What color  are the kids' hair?,437374007,black
36444,107800,Are there multiple trains in the photo?,107800000,no
36445,357430,Is the pizza on a wooden cutting board?,357430002,no
36446,247317,Is the woman at home?,247317005,no
36447,36238,What is the vegetable?,36238000,broccoli
36448,341246,How many donuts are in the box?,341246002,6
36449,507536,What type of sauce is in the meat?,507536004,teriyaki
36450,304320,Are there horses here?,304320002,no
36451,133237,How many elephants are there?,133237003,2
36452,213758,What is on the rocks?,213758008,ram
36453,52827,Are there people in the water?,52827003,no
36454,196185,Is it evening?,196185002,yes
36455,286182,What type of stuffed animal is shown?,286182005,none
36456,525880,Does the whole bench have available seating?,525880002,no
36457,556862,Is the man on the far right crossing his arms?,556862001,yes
36458,191772,Is the bear in its pajama's?,191772001,yes
36459,528866,How many measuring spoons are visible?,528866008,4
36460,27528,What is the bench made of?,27528002,concrete
36461,551713,Is this person keeping their kitchen tidy?,551713001,yes
36462,372654,How many chairs are placed at this table?,372654005,6
36463,448211,Is that bird within that woman's field of view?,448211003,yes
36464,479195,What's this thing called?,479195000,fire hydrant
36465,469671,What is on top of the peas?,469671005,carrots
36466,355819,What game is this equipment for?,355819000,baseball
36467,451621,"If you spelled stop backwards, what would it say?",451621002,pots
36468,197280,Is the person getting big air?,197280000,yes
36469,419224,Is the floor carpeted?,419224007,no
36470,113001,What kind of vehicle is in the photo?,113001003,bus
36471,302318,How many trucks are there?,302318007,0
36472,554537,How many vehicles are in the scene?,554537000,2
36473,392753,Fork or spoon?,392753000,fork
36474,328110,Is the woman sitting on the bench?,328110002,yes
36475,516004,What vehicle is it?,516004000,train
36476,550444,What object are the people trying to catch?,550444006,soccer ball
36477,342819,What kind of bedspread is that?,342819022,floral
36478,332861,Is this clean?,332861000,no
36479,201685,Can you find a logo in this photo?,201685002,yes
36480,225675,Is it snowing?,225675003,no
36481,308849,How many fruit are there?,308849014,4
36482,130699,Is there a watermark on the photo?,130699002,no
36483,514529,What sport is this?,514529000,parasailing
36484,241517,What is the number on the bus?,241517008,58
36485,190760,What is the difference between these two donuts?,190760019,only 1 donut
36486,201555,What are the tall poles for?,201555000,lights
36487,512729,What sauce is on the food?,512729004,gravy
36488,492785,What is the food placed on?,492785000,paper
36489,418701,Will this car owner get a parking ticket?,418701015,no
36490,417876,Can they reach the trees in the background?,417876002,no
36491,542163,Is the picture in color or black and white?,542163001,color
36492,231379,What color is the bike?,231379004,silver
36493,224802,Where are the planes parked?,224802000,airport
36494,133680,Is the man asleep?,133680000,no
36495,521098,What language is this?,521098004,english
36496,489687,What kind of vehicle is the cat on?,489687003,car
36497,310622,What is the street name at the right?,310622000,korean way
36498,69911,What is behind the signs?,69911010,building
36499,198120,What are the doughnuts wrapped in?,198120002,box
36500,446723,What indicates that there could be a problem with the girl's phone?,446723005,nothing
36501,221523,Is the dog pedaling the bike?,221523000,no
36502,405365,What color coat does the boy closest to the camera have on?,405365002,red
36503,262394,How many spokes are on the motorcycle wheel?,262394003,7
36504,27371,How many people are wearing sunglasses?,27371026,0
36505,299355,Are there mushrooms on the plate?,299355000,yes
36506,148170,What color is the kids toy?,148170000,green
36507,475887,What company product are these?,475887000,apple
36508,566173,Is this person an adult?,566173005,no
36509,300737,How many trees in the picture?,300737000,2
36510,428004,What two colors is this train?,428004001,black and yellow
36511,577880,Is this surfer experienced?,577880008,yes
36512,350648,What is the cup being used for?,350648003,vase
36513,376372,How many people are in this room?,376372003,8
36514,352734,What is the boy eating?,352734000,whipped cream
36515,234794,What is this?,234794000,stop sign
36516,394240,What kind of vehicles are parked on the street?,394240001,motorcycles
36517,237232,Is a man or woman holding the glass?,237232000,woman
36518,8711,Is the banana ripe?,8711005,yes
36519,150378,What has a silver color in the image?,150378000,pan
36520,309302,Are the animals tagged?,309302002,no
36521,46804,Is the animal hurt?,46804001,no
36522,183374,Why are the people holding the umbrellas?,183374000,rain
36523,256343,Is this a galley style kitchen?,256343000,no
36524,435334,Does the grass need to be cut?,435334003,no
36525,503418,Is this picture taken while wolf were running or while driving?,503418001,running
36526,149832,Would this be considered farmland?,149832004,yes
36527,433505,Is that mouse?,433505028,yes
36528,17115,Are these animals in a zoo-type of location?,17115000,yes
36529,220528,What color is this bears apron?,220528005,green
36530,318238,What room is this?,318238002,bedroom
36531,529457,What is the curved entrance to the building called?,529457004,arch
36532,217468,Is this a toy boat?,217468001,no
36533,143458,Do these people work together?,143458008,no
36534,225261,Is the paper in the top left hand corner written in Chinese?,225261001,yes
36535,468608,What is she cutting?,468608006,cake
36536,19304,What color is the dog?,19304002,black
36537,388531,Is he watching the cameraman?,388531000,yes
36538,568979,What is the elephant holding in his trunk?,568979005,tail
36539,181714,How many umbrellas is there?,181714001,2
36540,28452,Is the light off or on in the fridge?,28452002,on
36541,379108,Are they on a sailing boat?,379108001,no
36542,230015,Can you see a fire alarm?,230015004,no
36543,427135,What sport is being played?,427135005,soccer
36544,293841,What name is written on the building?,293841002,gourmet burger kitchen
36545,173204,Are these people on the same team?,173204003,no
36546,476349,Have other skiers and skaters already been this way?,476349001,yes
36547,49048,What color is the girl's dress?,49048000,blue
36548,138556,Is the floor made of tile?,138556000,no
36549,529590,What kind of animal is this?,529590000,cat
36550,86471,Is the tennis court striped in green?,86471000,no
36551,1818,Is the little zebra hungry?,1818001,yes
36552,475634,Is the cat going to change the channel?,475634002,no
36553,344171,Is there an absolute sea of umbrellas in this shot?,344171002,yes
36554,480311,How many scarves are there?,480311003,0
36555,181714,What is on the woman's face?,181714004,glasses
36556,441245,Do any of the motorcycles have helmets on them?,441245000,yes
36557,467096,What kind of food is supposed to be in the bowls?,467096000,porridge
36558,354978,What color is the girl's dress?,354978002,red
36559,511669,What are these men doing?,511669012,riding horse
36560,250113,What is in the middle of this picture?,250113001,frisbee
36561,559388,What is the man laying on?,559388005,bed
36562,65485,What color is the writing on the spare tire?,65485006,white
36563,266866,Is there a crosswalk in this street?,266866004,yes
36564,417085,How many cows can you see?,417085007,2
36565,113139,What color are the wine bottle tops?,113139004,silver
36566,156754,Does the bathroom have a scale?,156754000,no
36567,560646,What quality is this photo?,560646002,good
36568,556703,What's to the left of the plate?,556703000,fork
36569,177213,Is this pizza going to be eaten soon?,177213000,yes
36570,570465,What is unusual about the bread?,570465002,shape
36571,173208,What kind of rice?,173208009,fried
36572,324285,Is the man playing a video game?,324285006,yes
36573,32703,Are there rocks in the photo?,32703012,no
36574,147904,Is there a column in the picture?,147904006,no
36575,299353,Is this day time?,299353002,yes
36576,359238,Is this boy a hipster?,359238002,no
36577,234518,What color dress is the girl wearing?,234518010,green
36578,350860,What is the red object?,350860006,sign
36579,149469,What kind of sauce is on this pizza?,149469000,marinara
36580,98871,What animal is touching the cat?,98871001,none
36581,304379,What color is the man with the tie's shirt?,304379010,white
36582,406949,Are there any cars in sight?,406949002,yes
36583,42471,What time is showing on the clock?,42471012,5:10
36584,448114,Is this a parking lot?,448114002,yes
36585,15690,Are the elephants drinking?,15690002,yes
36586,92187,Do you see a car?,92187002,no
36587,570407,What are these people doing?,570407006,playing frisbee
36588,437494,Is the man sitting?,437494018,no
36589,400815,Are the people on a river cruise?,400815003,no
36590,218012,Should the donut be fully covered in chocolate?,218012000,no
36591,9262,What's the food infested with?,9262004,sugar
36592,220764,What is he holding?,220764000,ski poles
36593,573947,What color is the traffic sign?,573947002,green
36594,97656,What activity is being done?,97656003,skateboarding
36595,392010,Is this taking place at a park?,392010005,yes
36596,388795,What country is the license plate from?,388795002,england
36597,199989,Who is wearing a tank top?,199989000,guy on left
36598,282847,Is this a pro game?,282847005,no
36599,422025,What white object is coming toward the camera?,422025006,frisbee
36600,516422,Is the bench made of wood?,516422000,yes
36601,484551,Is there land in the back?,484551000,yes
36602,324383,What kind of cat?,324383000,orange and white
36603,333630,Is the man wearing knee pads?,333630009,no
36604,46877,What is the cat sitting in front of?,46877001,window
36605,578485,What color is the wall?,578485003,white
36606,294865,Is the background of this photo blurry?,294865001,yes
36607,269253,Are both of these people facing the same direction?,269253001,no
36608,168713,Does he know how to tie a tie?,168713001,yes
36609,46869,What room of the house is this?,46869002,bathroom
36610,147921,How many people are there?,147921015,5
36611,309553,Is the room empty?,309553000,no
36612,442463,What isn't allowed in the park?,442463000,smoking
36613,514984,How many glasses do you see?,514984017,2
36614,227958,How many bananas?,227958001,30
36615,297976,Is this room dirty?,297976005,no
36616,386291,Where is the cat?,386291003,on window sill
36617,143767,What kind of grooming kit is on the bed?,143767000,female care
36618,337044,What event is going on?,337044001,fair
36619,467966,Are there a lot of boats?,467966000,no
36620,214853,What kind of sandwich is in the white wrapper?,214853001,hot dog
36621,531126,Is it important for children to have physical activity?,531126000,yes
36622,122549,Did the man photobomb himself?,122549055,no
36623,219283,Is there a keyboard in front of the teddy bear?,219283003,no
36624,552075,Is she going to school?,552075020,no
36625,573778,Is the grass tall?,573778001,no
36626,441511,Is there a tent?,441511002,no
36627,334194,Which way is the bear looking?,334194000,up
36628,247576,Is this the United States?,247576002,no
36629,247285,Is the baby a boy?,247285000,yes
36630,29648,How many bolts are on the bottom of the hydrant?,29648002,4
36631,383527,What is the bigger object?,383527002,boat
36632,102159,What is walking beside the man?,102159003,cow
36633,44081,What color is his tie?,44081011,black
36634,549327,How many of a similar object are on the top shelf?,549327005,3
36635,570407,What is the girl doing?,570407018,playing frisbee
36636,58006,What number is the batter?,58006010,0
36637,31024,How many different clocks are there?,31024001,4
36638,557916,Is she sleeping?,557916000,no
36639,299044,In what city and state was this photo taken?,299044003,london
36640,436738,How many different forms of transportation do you see?,436738000,2
36641,422700,What is the person wearing on their head?,422700030,nothing
36642,509404,What are the four letters written on the side of the train?,509404002,gbrf
36643,33005,How many balls are in the picture?,33005002,0
36644,395462,Is the man outside?,395462001,yes
36645,276631,How many different colors are there?,276631004,5
36646,120007,What animal is this person feeding?,120007007,cow
36647,436968,How many flags are there?,436968003,1
36648,239198,Is there a cow near the water?,239198002,yes
36649,532043,What is the animal doing?,532043002,standing
36650,181383,Is it sunny?,181383002,yes
36651,330754,What color is her top?,330754004,brown
36652,200627,Do you see chopsticks?,200627002,yes
36653,434494,What is wet?,434494030,ground
36654,291251,What color is the persons pants in the middle?,291251003,black
36655,423123,How many shoes are there?,423123002,2
36656,46331,What sport is he playing?,46331001,baseball
36657,265313,Which cat is white?,265313006,left
36658,451835,Does the person have socks on?,451835002,no
36659,429246,Are all of the umbrellas striped?,429246004,no
36660,167668,What time is it?,167668000,2:18
36661,176993,What color is the train?,176993000,orange
36662,405778,What animal is by the side of the road?,405778011,zebra
36663,221910,Is this a new bathroom?,221910002,no
36664,520047,What repairs are being done on the train tracks?,520047007,none
36665,322261,Is the boy in danger of getting a splinter in his foot?,322261021,no
36666,286774,Does the computer have a flat screen?,286774001,no
36667,7722,Does the cat have its eyes open?,7722001,yes
36668,572620,What is the guy jumping over?,572620001,barrier
36669,83565,Are the fruits and vegetables whole?,83565002,yes
36670,386332,Could she possibly eat that whole pizza?,386332000,no
36671,139260,What room is this normally kept in?,139260009,kitchen
36672,515485,Is there a banner for lowes?,515485004,yes
36673,494099,Is this a beach sitting?,494099000,yes
36674,90732,Is it daytime?,90732000,no
36675,450129,How many plates?,450129011,1
36676,34701,Would this bathroom be on a higher floor?,34701005,yes
36677,401429,What kind of sports apparel is this person wearing?,401429001,swim trunks
36678,292330,Can a dog play this sport?,292330000,no
36679,515821,Is this a LAN party?,515821000,yes
36680,219984,Is the woman in the photo wearing a ponytail?,219984002,yes
36681,97682,Does the man have long fingers?,97682000,yes
36682,257767,Is someone looking up something on Wikipedia?,257767005,yes
36683,207652,How many motorcycles do you see in this picture?,207652001,2
36684,1296,How many pieces of jewelry do you see?,1296000,4
36685,334276,How many red traffic signals are there?,334276008,2
36686,490639,What breed of cat is this?,490639015,tabby
36687,276413,What color is the bear?,276413000,gray
36688,451308,What items does this person collect?,451308000,suitcases
36689,393271,How many people can you see in the picture?,393271002,8
36690,301093,Is the quilt laying flat?,301093000,no
36691,464033,What use is the object on the tower?,464033001,wind direction
36692,366440,What are these water fowl called?,366440000,crane
36693,71281,What animals are in the photo?,71281001,sheep
36694,410880,Is the teddy bear outside of a bar?,410880000,yes
36695,497825,Is this photo very clear and in focus?,497825000,no
36696,145488,What is the fridge made of?,145488002,stainless steel
36697,195567,Is it hot outside?,195567000,no
36698,38186,What is lining the street?,38186000,parking meters
36699,465275,What color is the game controller?,465275004,white
36700,375484,Is it a laptop or desktop computer?,375484003,laptop
36701,167724,How many cabinets are visible?,167724002,5
36702,373748,Are these seats blue in color?,373748004,no
36703,40894,Is this a busy area?,40894004,yes
36704,36478,What river is below the plane?,36478000,mississippi
36705,227940,What keeps the planes from rolling away?,227940002,brakes
36706,97502,Does the man have shoes?,97502000,no
36707,414201,What is the couple doing?,414201012,cutting cake
36708,425447,What is the purpose of the red object on the mailbox?,425447002,to pick up mail
36709,231568,How many men have sleeveless shirts?,231568022,2
36710,214871,What kind of costume is this child wearing?,214871002,skeleton
36711,51277,How many pillows are on the bed?,51277002,2
36712,66427,Which direction is the arrow pointing towards on the sign that says Virginia St?,66427002,right
36713,235692,Is the light or dark brown?,235692001,light
36714,395344,What color is the laptop?,395344000,white
36715,77345,Is the skater wearing a helmet?,77345010,yes
36716,288769,Are there baskets on the bicycles?,288769001,yes
36717,98636,Does it look like rain?,98636001,no
36718,14056,How many shark fins are poking out from the water?,14056001,0
36719,353577,How many shirts are in this picture?,353577011,7
36720,194595,What does the price tag on the top shelf say?,194595002,1.99
36721,284341,What color is his hair?,284341001,brown
36722,42260,Are the people living under the umbrellas?,42260010,no
36723,90373,Is a U-turn permitted?,90373015,no
36724,571531,How many people are shown?,571531002,0
36725,22090,Are there any people in the picture?,22090002,no
36726,213961,Can you see any body of water?,213961004,yes
36727,578821,How many pizzas?,578821000,1
36728,490567,Is this a public restroom?,490567006,no
36729,506489,Is this a two way street?,506489014,yes
36730,545268,How many people are wearing watches?,545268002,0
36731,529139,Is this a park?,529139003,no
36732,209274,Where is the smoke coming from?,209274001,train
36733,535179,Is the skier touching the mountain?,535179001,no
36734,348012,What is the color black in the photo?,348012002,scissors
36735,84113,Where is the man surfing?,84113000,ocean
36736,417653,What is unusual about the red chair?,417653007,big
36737,61471,What is the cat doing?,61471000,there isn't cat
36738,540449,Where is the dog inside of?,540449002,car
36739,458560,Where is the bird?,458560008,on grass
36740,96241,How many women in this photo?,96241001,1
36741,480173,What is the main color of e Court Green?,480173005,gray
36742,28540,Where are the trees?,28540002,background
36743,209530,What is the occasion of this event?,209530017,dinner
36744,10694,Is the monitor on?,10694022,no
36745,549327,Is there a place to sit?,549327003,no
36746,308328,What is coming down the belt?,308328000,luggage
36747,195297,Where are the dogs going?,195297000,down road
36748,216790,Is the stop light being obeyed?,216790008,yes
36749,376177,Is the plane for civilians?,376177001,no
36750,147904,What is the blue thing on the ground?,147904008,ball
36751,440475,Do all of the vases have water in them?,440475010,no
36752,171678,What model is the green  vehicle?,171678007,truck
36753,579602,Are both kites the same color?,579602002,no
36754,265547,Is there a volleyball net in the picture?,265547001,yes
36755,245983,How many ways is the stop?,245983003,4
36756,537604,Is this party for a cat?,537604002,no
36757,91612,What color is the sweater that the person is wearing?,91612016,white
36758,133476,What is floating in the drink?,133476003,lime
36759,63381,What kind of tree is in the foreground?,63381001,banana
36760,171255,Are there any plantations?,171255001,no
36761,147712,What is covering the floor of the pen?,147712000,hay
36762,358268,How many people are wearing glasses?,358268014,3
36763,50324,Is this image from a game?,50324002,yes
36764,572900,Is this kid wearing a red shirt?,572900003,no
36765,436385,What was on fire?,436385001,plane
36766,344702,What is written on top of the bus?,344702002,washington humane society
36767,457735,How many different objects have been used to make this new toy?,457735002,2
36768,317173,Is the cat trying to hide the shoe?,317173000,no
36769,63796,What time is it?,63796004,19:11
36770,3711,Is the car in good condition?,3711002,no
36771,31730,What color is the wall?,31730010,tan
36772,47419,Is the antique truck moving on its own power?,47419001,yes
36773,52507,Is the surfer male or female?,52507003,male
36774,309935,What color are the flowers?,309935001,purple
36775,329014,Has the apple on the board been peeled?,329014002,yes
36776,399384,What is the light. on the ceiling attached to?,399384001,fan
36777,265372,What kind of boat if floating on the water?,265372030,rowboat
36778,257058,Which way is the stream flowing?,257058005,none
36779,438046,What colors are the pillows?,438046007,white and red
36780,350386,Could these men be a son and father?,350386010,yes
36781,464786,What kind of mustard is on the hot dog?,464786003,dijon
36782,183666,What color is the engine?,183666008,orange
36783,471955,Is the window open?,471955000,no
36784,308003,Does this bench need to be repainted?,308003000,yes
36785,384823,What color are the chair?,384823017,black
36786,362941,Is this a zoo?,362941002,no
36787,487461,What color is the animal?,487461001,black
36788,225943,Are there vegetables in this dish?,225943013,yes
36789,268742,How many white pots are shown?,268742002,1
36790,31151,Have you ever seen a chair on skis?,31151000,no
36791,183973,Where is the catcher?,183973000,behind batter
36792,420710,Is this a bridge?,420710002,yes
36793,292060,What are hanging beneath the cabinets?,292060002,mugs
36794,68993,What color is the stop sign?,68993001,red
36795,546687,What does the read sign indicate?,546687009,stop
36796,445179,What is sitting behind the bench?,445179005,wall
